order_id,customer_id,product_id,order_timestamp,quantity,unit_price,discount_pct,status,updated_at,reason
O0000201,C01703,P0120,2026-08-12 05:18:00+00:00,3,12754.97,0.1,PACKED,2026-08-14 20:18:00+00:00,bad_status;
O0000203,C02532,P0443,2026-05-14 18:33:00+00:00,2,82138.91,0.15,PACKED,2026-05-15 15:33:00+00:00,bad_status;
O0000205,C02425,P0194,2026-08-07 01:57:00+00:00,1,46283.12,0.05,PAID,2026-08-07 05:57:00+00:00,bad_status;
O0000208,C00051,P0517,2026-01-11 05:50:00+00:00,5,25482.11,0.0,PAID,2026-01-14 04:50:00+00:00,bad_status;
O0000209,C02996,P0502,2026-01-13 04:35:00+00:00,6,46377.67,0.0,PACKED,2026-01-15 16:35:00+00:00,bad_status;
O0000210,C01699,P0492,2025-04-07 19:59:00+00:00,3,24199.17,0.15,PACKED,2025-04-08 18:59:00+00:00,bad_status;
O0000222,C02747,P0543,2026-08-12 00:52:00+00:00,3,54041.44,0.0,PACKED,2026-08-12 01:52:00+00:00,bad_status;
O0000226,C02642,P0189,2025-09-23 05:43:00+00:00,3,64797.84,0.15,PAID,2025-09-25 01:43:00+00:00,bad_status;
O0000227,C02334,P0222,2026-07-02 01:37:00+00:00,3,25358.22,0.0,PAID,2026-07-04 08:37:00+00:00,bad_status;
O0000231,C02265,P0062,2025-09-17 14:20:00+00:00,8,4068.12,0.15,PAID,2025-09-17 19:20:00+00:00,bad_status;
O0000235,C01307,P0591,2026-03-07 08:59:00+00:00,7,27119.07,0.0,PACKED,2026-03-09 20:59:00+00:00,bad_status;
O0000245,C01056,P0573,2026-06-13 14:27:00+00:00,6,77140.47,0.1,PAID,2026-06-15 13:27:00+00:00,bad_status;
O0000248,C01653,P0380,2025-12-31 19:08:00+00:00,3,40150.81,0.1,PAID,2026-01-01 02:08:00+00:00,bad_status;
O0000249,C00664,P0360,2026-01-28 22:17:00+00:00,4,89523.6,0.15,PAID,2026-01-29 02:17:00+00:00,bad_status;
O0000250,C00944,P0392,2025-01-12 09:36:00+00:00,4,79971.45,0.0,PACKED,2025-01-15 09:36:00+00:00,bad_status;
O0000255,C01891,P0052,2025-04-11 10:36:00+00:00,1,78389.01,0.15,PAID,2025-04-11 21:36:00+00:00,bad_status;
O0000261,C01173,P0011,2025-01-27 14:38:00+00:00,7,57532.56,0.1,PACKED,2025-01-30 13:38:00+00:00,bad_status;
O0000265,C00058,P0407,2025-06-07 22:01:00+00:00,3,68471.58,0.15,PAID,2025-06-10 18:01:00+00:00,bad_status;
O0000266,C02164,P0578,2026-08-25 20:42:00+00:00,6,33153.37,0.05,PACKED,2026-08-28 05:42:00+00:00,bad_status;
O0000270,C01327,P0426,2026-01-31 13:26:00+00:00,4,69329.23,0.0,PACKED,2026-02-01 09:26:00+00:00,bad_status;
O0000275,C01317,P0260,2026-04-03 04:30:00+00:00,1,16466.32,0.05,PAID,2026-04-05 09:30:00+00:00,bad_status;
O0000278,C01220,P0192,2025-08-05 14:22:00+00:00,2,1564.55,0.0,PAID,2025-08-06 05:22:00+00:00,bad_status;
O0000279,C00006,P0310,2026-07-12 14:19:00+00:00,8,35928.91,0.15,PACKED,2026-07-14 11:19:00+00:00,bad_status;
O0000280,C02558,P0540,2025-06-17 08:17:00+00:00,1,29453.09,0.0,PACKED,2025-06-18 10:17:00+00:00,bad_status;
O0000281,C01971,P0335,2025-01-11 00:17:00+00:00,7,70362.27,0.0,PAID,2025-01-11 02:17:00+00:00,bad_status;
O0000284,C01455,P0070,2026-03-28 06:23:00+00:00,1,74756.7,0.15,PAID,2026-03-31 02:23:00+00:00,bad_status;
O0000285,C01859,P0507,2025-05-03 06:53:00+00:00,4,4522.67,0.0,PACKED,2025-05-04 09:53:00+00:00,bad_status;
O0000286,C02629,P0229,2025-08-27 23:49:00+00:00,3,49361.2,0.1,PAID,2025-08-30 04:49:00+00:00,bad_status;
O0000288,C02951,P0179,2026-03-03 20:06:00+00:00,8,49133.18,0.15,PACKED,2026-03-05 19:06:00+00:00,bad_status;
O0000291,C02198,P0274,2025-05-02 08:20:00+00:00,2,41566.8,0.05,PAID,2025-05-04 09:20:00+00:00,bad_status;
O0000293,C00442,P0217,2025-07-16 21:37:00+00:00,6,8132.52,0.0,PAID,2025-07-18 17:37:00+00:00,bad_status;
O0000294,C01997,P0218,2025-04-26 15:21:00+00:00,4,46687.34,0.1,PACKED,2025-04-27 01:21:00+00:00,bad_status;
O0000296,C00278,P0414,2025-01-07 13:40:00+00:00,7,35322.58,0.0,PACKED,2025-01-09 22:40:00+00:00,bad_status;
O0000299,C01491,P0033,2025-01-09 02:03:00+00:00,8,74739.14,0.0,PACKED,2025-01-10 04:03:00+00:00,bad_status;
O0000303,C02096,P0484,2025-09-01 16:23:00+00:00,8,1559.64,0.0,PAID,2025-09-04 15:23:00+00:00,bad_status;
O0000304,C01715,P0321,2025-12-27 23:18:00+00:00,6,86572.35,0.0,PACKED,2025-12-30 22:18:00+00:00,bad_status;
O0000305,C00128,P0223,2026-09-11 12:22:00+00:00,6,29111.74,0.1,PAID,2026-09-12 05:22:00+00:00,bad_status;
O0000307,C00970,P0319,2026-08-04 12:10:00+00:00,1,89212.6,0.0,PAID,2026-08-05 05:10:00+00:00,bad_status;
O0000311,C02436,P0273,2026-07-08 18:25:00+00:00,5,50778.28,0.05,PACKED,2026-07-11 10:25:00+00:00,bad_status;
O0000312,C01487,P0600,2025-06-30 08:38:00+00:00,4,41269.99,0.15,PACKED,2025-06-30 21:38:00+00:00,bad_status;
O0000318,C00037,P0184,2026-04-10 15:46:00+00:00,3,70782.8,0.0,PAID,2026-04-10 18:46:00+00:00,bad_status;
O0000321,C00761,P0549,2026-02-09 07:30:00+00:00,1,15850.97,0.1,PAID,2026-02-09 14:30:00+00:00,bad_status;
O0000326,C00749,P0522,2025-11-24 23:50:00+00:00,8,26730.04,0.0,PAID,2025-11-27 02:50:00+00:00,bad_status;
O0000328,C01205,P0380,2025-05-05 00:58:00+00:00,8,40150.81,0.05,PAID,2025-05-05 19:58:00+00:00,bad_status;
O0000331,C02572,P0318,2026-08-26 00:49:00+00:00,8,26681.18,0.0,PACKED,2026-08-26 12:49:00+00:00,bad_status;
O0000334,C02052,P0404,2025-02-10 09:55:00+00:00,7,53204.73,0.0,PACKED,2025-02-12 20:55:00+00:00,bad_status;
O0000335,C01606,P0098,2025-06-03 16:37:00+00:00,7,79020.41,0.1,PACKED,2025-06-06 02:37:00+00:00,bad_status;
O0000340,C02775,P0253,2025-08-16 13:53:00+00:00,8,9223.53,0.05,PACKED,2025-08-17 00:53:00+00:00,bad_status;
O0000343,C02434,P0362,2025-04-22 12:57:00+00:00,2,7968.21,0.0,PAID,2025-04-24 02:57:00+00:00,bad_status;
O0000344,C02177,P0377,2025-12-22 09:11:00+00:00,5,64363.13,0.1,PACKED,2025-12-23 02:11:00+00:00,bad_status;
O0000345,C01028,P0455,2025-11-25 15:48:00+00:00,3,344.16,0.0,PACKED,2025-11-26 14:48:00+00:00,bad_status;
O0000348,C01546,P0262,2025-12-28 19:53:00+00:00,8,43872.24,0.0,PAID,2025-12-28 22:53:00+00:00,bad_status;
O0000355,C00292,P0568,2025-02-15 22:32:00+00:00,7,66254.14,0.0,PACKED,2025-02-18 07:32:00+00:00,bad_status;
O0000362,C02891,P0226,2026-08-24 06:49:00+00:00,1,89537.04,0.1,PACKED,2026-08-24 14:49:00+00:00,bad_status;
O0000363,C00360,P0011,2025-06-01 03:10:00+00:00,4,57532.56,0.1,PACKED,2025-06-02 08:10:00+00:00,bad_status;
O0000366,C01053,P0001,2026-01-11 21:34:00+00:00,7,86351.39,0.0,PAID,2026-01-13 16:34:00+00:00,bad_status;
O0000367,C02760,P0121,2025-10-11 05:14:00+00:00,8,72296.49,0.1,PAID,2025-10-11 09:14:00+00:00,bad_status;
O0000373,C00768,P0448,2025-10-04 04:13:00+00:00,1,12210.05,0.0,PAID,2025-10-06 05:13:00+00:00,bad_status;
O0000375,C01078,P0160,2025-01-14 08:02:00+00:00,2,22449.87,0.0,PAID,2025-01-17 01:02:00+00:00,bad_status;
O0000379,C02489,P0035,2025-10-18 00:18:00+00:00,2,12522.21,0.0,PACKED,2025-10-19 04:18:00+00:00,bad_status;
O0000381,C02159,P0474,2025-08-05 16:49:00+00:00,4,34624.34,0.15,PAID,2025-08-07 00:49:00+00:00,bad_status;
O0000384,C02278,P0099,2026-05-14 12:08:00+00:00,3,19031.02,0.15,PACKED,2026-05-14 21:08:00+00:00,bad_status;
O0000385,C01666,P0172,2025-12-03 22:02:00+00:00,4,70418.1,0.0,PAID,2025-12-06 09:02:00+00:00,bad_status;
O0000387,C00894,P0041,2025-07-21 04:06:00+00:00,5,72412.43,0.0,PACKED,2025-07-21 17:06:00+00:00,bad_status;
O0000390,C02971,P0281,2025-08-02 08:16:00+00:00,6,42391.82,0.0,PAID,2025-08-03 08:16:00+00:00,bad_status;
O0000395,C01939,P0207,2025-08-15 03:44:00+00:00,2,24262.67,0.0,PACKED,2025-08-17 02:44:00+00:00,bad_status;
O0000397,C02098,P0162,2025-07-23 23:32:00+00:00,5,19462.32,0.05,PAID,2025-07-24 19:32:00+00:00,bad_status;
O0000398,C01787,P0580,2026-05-27 00:38:00+00:00,2,33069.6,0.1,PACKED,2026-05-29 16:38:00+00:00,bad_status;
O0000400,C00437,P0498,2025-06-16 22:46:00+00:00,1,54969.78,0.0,PACKED,2025-06-19 13:46:00+00:00,bad_status;
O0000406,C02377,P0278,2025-06-12 20:41:00+00:00,1,70675.37,0.0,PAID,2025-06-13 23:41:00+00:00,bad_status;
O0000408,C01872,P0395,2025-08-18 17:56:00+00:00,3,33467.86,0.15,PAID,2025-08-20 11:56:00+00:00,bad_status;
O0000415,C01367,P0504,2026-06-02 16:17:00+00:00,8,34959.35,0.1,PACKED,2026-06-03 14:17:00+00:00,bad_status;
O0000418,C01779,P0291,2026-06-20 21:02:00+00:00,1,25096.1,0.0,PAID,2026-06-21 13:02:00+00:00,bad_status;
O0000419,C00771,P0097,2026-07-10 20:45:00+00:00,5,14871.81,0.15,PACKED,2026-07-13 02:45:00+00:00,bad_status;
O0000422,C02351,P0311,2025-03-03 00:37:00+00:00,1,59966.53,0.15,PAID,2025-03-03 09:37:00+00:00,bad_status;
O0000423,C00796,P0116,2026-05-04 15:36:00+00:00,6,20443.28,0.05,PACKED,2026-05-07 08:36:00+00:00,bad_status;
O0000425,C02368,P0136,2025-02-05 02:02:00+00:00,4,70676.91,0.0,PACKED,2025-02-05 23:02:00+00:00,bad_status;
O0000428,C02886,P0354,2025-06-22 00:04:00+00:00,3,22506.86,0.1,PAID,2025-06-22 09:04:00+00:00,bad_status;
O0000429,C02298,P0198,2025-06-25 03:57:00+00:00,1,65808.84,0.0,PAID,2025-06-25 04:57:00+00:00,bad_status;
O0000431,C01515,P0517,2026-02-06 09:17:00+00:00,2,25482.11,0.05,PAID,2026-02-08 04:17:00+00:00,bad_status;
O0000432,C00195,P0420,2025-11-11 21:49:00+00:00,2,80165.3,0.1,PACKED,2025-11-12 23:49:00+00:00,bad_status;
O0000436,C00835,P0409,2025-04-16 21:14:00+00:00,8,2368.2,0.0,PACKED,2025-04-18 10:14:00+00:00,bad_status;
O0000446,C02390,P0173,2026-01-09 00:48:00+00:00,8,86089.35,0.1,PAID,2026-01-10 00:48:00+00:00,bad_status;
O0000450,C02656,P0595,2025-10-07 15:05:00+00:00,3,38494.77,0.15,PACKED,2025-10-10 08:05:00+00:00,bad_status;
O0000451,C00166,P0430,2025-06-09 20:33:00+00:00,5,38494.55,0.1,PACKED,2025-06-12 10:33:00+00:00,bad_status;
O0000453,C01183,P0264,2026-05-22 12:32:00+00:00,8,73843.84,0.0,PAID,2026-05-25 04:32:00+00:00,bad_status;
O0000456,C00632,P0049,2026-05-19 14:31:00+00:00,4,30639.95,0.15,PAID,2026-05-21 01:31:00+00:00,bad_status;
O0000457,C02359,P0413,2026-05-03 09:44:00+00:00,7,72388.98,0.1,PAID,2026-05-05 08:44:00+00:00,bad_status;
O0000462,C02215,P0295,2025-05-31 00:10:00+00:00,4,58450.82,0.0,PACKED,2025-06-02 06:10:00+00:00,bad_status;
O0000466,C01955,P0440,2026-02-13 04:01:00+00:00,3,47427.73,0.15,PAID,2026-02-15 08:01:00+00:00,bad_status;
O0000467,C01143,P0471,2025-08-18 03:50:00+00:00,1,17544.5,0.0,PAID,2025-08-19 11:50:00+00:00,bad_status;
O0000469,C02411,P0557,2025-02-23 06:09:00+00:00,6,59971.17,0.0,PACKED,2025-02-24 15:09:00+00:00,bad_status;
O0000472,C02300,P0206,2025-02-10 15:56:00+00:00,1,38120.18,0.05,PACKED,2025-02-11 06:56:00+00:00,bad_status;
O0000476,C02598,P0099,2025-06-24 15:58:00+00:00,4,19031.02,0.0,PAID,2025-06-26 04:58:00+00:00,bad_status;
O0000477,C01523,P0237,2026-04-04 06:21:00+00:00,8,44463.32,0.0,PACKED,2026-04-05 19:21:00+00:00,bad_status;
O0000479,C02487,P0594,2026-08-13 11:34:00+00:00,8,7447.38,0.05,PACKED,2026-08-14 05:34:00+00:00,bad_status;
O0000486,C00670,P0513,2025-09-14 19:08:00+00:00,2,41712.71,0.0,PACKED,2025-09-16 01:08:00+00:00,bad_status;
O0000487,C00592,P0481,2025-07-21 12:56:00+00:00,7,68492.54,0.05,PAID,2025-07-21 13:56:00+00:00,bad_status;
O0000493,C00885,P0285,2025-09-14 08:37:00+00:00,8,64779.6,0.15,PACKED,2025-09-16 06:37:00+00:00,bad_status;
O0000494,C02105,P0493,2025-01-05 23:21:00+00:00,3,41839.45,0.15,PAID,2025-01-06 18:21:00+00:00,bad_status;
O0000499,C00953,P0560,2025-01-30 10:36:00+00:00,8,64116.71,0.05,PACKED,2025-02-01 09:36:00+00:00,bad_status;
O0000507,C02059,P0456,2025-10-10 16:27:00+00:00,1,74562.87,0.15,PACKED,2025-10-11 23:27:00+00:00,bad_status;
O0000514,C01900,P0278,2025-10-21 18:35:00+00:00,3,70675.37,0.0,PACKED,2025-10-24 08:35:00+00:00,bad_status;
O0000521,C02762,P0105,2026-01-08 16:49:00+00:00,7,56448.99,0.0,PAID,2026-01-09 20:49:00+00:00,bad_status;
O0000525,C01541,P0440,2026-05-13 15:59:00+00:00,1,47427.73,0.0,PACKED,2026-05-15 13:59:00+00:00,bad_status;
O0000527,C00989,P0499,2026-07-16 05:20:00+00:00,8,26623.46,0.15,PAID,2026-07-17 15:20:00+00:00,bad_status;
O0000528,C01436,P0524,2025-11-10 13:36:00+00:00,7,71131.29,0.1,PACKED,2025-11-12 09:36:00+00:00,bad_status;
O0000534,C01677,P0522,2025-02-12 14:51:00+00:00,4,26730.04,0.15,PACKED,2025-02-12 23:51:00+00:00,bad_status;
O0000537,C00882,P0269,2025-01-07 09:56:00+00:00,1,17075.89,0.15,PAID,2025-01-09 02:56:00+00:00,bad_status;
O0000538,C01257,P0431,2026-03-14 02:07:00+00:00,8,56797.47,0.15,PAID,2026-03-14 20:07:00+00:00,bad_status;
O0000541,C01908,P0038,2025-10-18 15:39:00+00:00,5,83133.63,0.15,PACKED,2025-10-19 20:39:00+00:00,bad_status;
O0000542,C01714,P0334,2026-05-07 17:51:00+00:00,3,86548.85,0.15,PACKED,2026-05-07 17:51:00+00:00,bad_status;
O0000545,C00260,P0168,2025-10-18 22:19:00+00:00,1,10039.87,0.15,PAID,2025-10-20 13:19:00+00:00,bad_status;
O0000546,C01626,P0064,2025-11-19 09:12:00+00:00,2,47232.89,0.1,PAID,2025-11-19 12:12:00+00:00,bad_status;
O0000549,C01620,P0089,2025-11-27 10:07:00+00:00,2,5318.79,0.1,PAID,2025-11-30 01:07:00+00:00,bad_status;
O0000550,C02876,P0399,2025-02-11 07:05:00+00:00,5,46562.84,0.1,PACKED,2025-02-14 04:05:00+00:00,bad_status;
O0000552,C00622,P0116,2026-04-13 05:46:00+00:00,2,20443.28,0.05,PACKED,2026-04-16 02:46:00+00:00,bad_status;
O0000562,C02493,P0078,2026-08-07 13:11:00+00:00,8,705.5,0.0,PACKED,2026-08-07 17:11:00+00:00,bad_status;
O0000563,C01644,P0420,2025-12-08 12:17:00+00:00,4,80165.3,0.15,PAID,2025-12-09 16:17:00+00:00,bad_status;
O0000568,C01594,P0471,2025-08-12 17:03:00+00:00,3,17544.5,0.0,PACKED,2025-08-14 23:03:00+00:00,bad_status;
O0000569,C01206,P0175,2025-02-21 09:44:00+00:00,8,71604.13,0.0,PAID,2025-02-22 12:44:00+00:00,bad_status;
O0000573,C00002,P0059,2025-03-12 02:17:00+00:00,8,61238.3,0.0,PACKED,2025-03-12 03:17:00+00:00,bad_status;
O0000574,C02028,P0442,2025-02-14 01:30:00+00:00,4,17818.66,0.0,PAID,2025-02-16 09:30:00+00:00,bad_status;
O0000575,C00983,P0242,2026-04-26 18:00:00+00:00,6,76493.62,0.0,PACKED,2026-04-27 22:00:00+00:00,bad_status;
O0000580,C00946,P0352,2025-11-26 11:08:00+00:00,6,17257.63,0.15,PACKED,2025-11-27 18:08:00+00:00,bad_status;
O0000583,C02318,P0238,2025-02-06 19:47:00+00:00,5,54956.11,0.05,PACKED,2025-02-09 17:47:00+00:00,bad_status;
O0000589,C01910,P0060,2025-12-20 12:29:00+00:00,2,24440.71,0.1,PACKED,2025-12-22 11:29:00+00:00,bad_status;
O0000592,C01202,P0219,2025-07-09 01:41:00+00:00,3,17529.68,0.0,PAID,2025-07-09 04:41:00+00:00,bad_status;
O0000593,C02812,P0286,2025-12-11 02:02:00+00:00,8,24801.38,0.1,PAID,2025-12-13 12:02:00+00:00,bad_status;
O0000595,C00200,P0513,2025-12-15 09:23:00+00:00,5,41712.71,0.15,PACKED,2025-12-16 14:23:00+00:00,bad_status;
O0000597,C02883,P0137,2026-07-13 21:28:00+00:00,2,79820.6,0.15,PAID,2026-07-16 06:28:00+00:00,bad_status;
O0000599,C01822,P0515,2025-02-05 12:12:00+00:00,7,27518.63,0.0,PACKED,2025-02-05 18:12:00+00:00,bad_status;
O0000604,C02485,P0500,2026-05-30 08:07:00+00:00,2,87197.81,0.05,PAID,2026-05-30 16:07:00+00:00,bad_status;
O0000607,C02732,P0014,2025-04-19 14:15:00+00:00,2,77030.15,0.15,PACKED,2025-04-20 14:15:00+00:00,bad_status;
O0000608,C00933,P0573,2026-04-23 03:33:00+00:00,7,77140.47,0.0,PAID,2026-04-25 13:33:00+00:00,bad_status;
O0000609,C02561,P0237,2025-01-21 18:57:00+00:00,3,44463.32,0.1,PACKED,2025-01-22 07:57:00+00:00,bad_status;
O0000611,C00540,P0553,2026-08-31 20:28:00+00:00,6,38028.11,0.0,PACKED,2026-09-02 06:28:00+00:00,bad_status;
O0000614,C01863,P0054,2025-05-29 01:28:00+00:00,6,21032.34,0.05,PAID,2025-05-31 19:28:00+00:00,bad_status;
O0000615,C01264,P0226,2026-05-17 19:09:00+00:00,5,89537.04,0.05,PAID,2026-05-19 21:09:00+00:00,bad_status;
O0000618,C01024,P0590,2025-02-11 06:08:00+00:00,6,4109.75,0.1,PACKED,2025-02-13 18:08:00+00:00,bad_status;
O0000619,C01006,P0543,2025-10-03 07:42:00+00:00,5,54041.44,0.05,PACKED,2025-10-06 07:42:00+00:00,bad_status;
O0000621,C02490,P0580,2025-01-18 11:37:00+00:00,3,33069.6,0.0,PAID,2025-01-19 18:37:00+00:00,bad_status;
